rank	name	verdict
1194	opentelemetry-instrumentation-aiohttp-client	notp
1195	stringcase	notp
1196	langdetect	notp
1197	std-uritemplate	notp
1198	methodtools	notp
1199	requirements-parser	tp
1200	azure-mgmt-keyvault	notp
1201	azure-core-tracing-opentelemetry	notp
1202	netaddr	
1203	apache-airflow-providers-imap	notp
1204	types-croniter	notp
1205	geventhttpclient	notp
1206	msgraph-core	notp
1207	flower	notp
1208	flask-jwt-extended	notp
1209	blobfile	notp
1210	signalrcore	notp
1211	prefect	tp
1212	py-serializable	notp
1213	patchelf	tp
1214	truststore	tp
1215	pyelftools	notp
1216	flit	tp
1217	azure-mgmt-authorization	notp
1218	microsoft-kiota-abstractions	notp
1219	aiolimiter	tp
1220	readchar	
1221	nose	
1222	fastcore	notp
1223	binaryornot	tp
1224	sagemaker-core	notp
1225	azure-keyvault	notp
1226	azure-mgmt-redis	notp
1227	databricks-connect	
1228	lightning-utilities	notp
1229	opentelemetry-resource-detector-azure	notp
1230	pypika	tp
1231	xmlsec	notp
1232	swe-rex	notp
1233	opencensus-ext-azure	notp
1234	mypy-boto3-lambda	notp
1235	ffmpeg-python	notp
1236	restructuredtext-lint	notp
1237	google-cloud-datastore	notp
1238	blessed	notp
1239	bottle	notp
1240	langchain-google-genai	tp
1241	dataclasses	notp
1242	soxr	tp
1243	user-agents	notp
1244	azure-synapse-spark	notp
1245	junit-xml	notp
1246	automat	notp
1247	ddsketch	tp
1248	unearth	tp
1249	pip-requirements-parser	notp
1250	marshmallow-sqlalchemy	tp
1251	llama-index	notp
1252	pydash	notp
1253	unstructured-client	notp
1254	apache-airflow-providers-sqlite	notp
1255	supabase-auth	tp
1256	smbprotocol	tp
1257	inputimeout	
1258	pep517	tp
1259	python-on-whales	tp
1260	c7n	notp
1261	supabase-functions	tp
1262	mypy-boto3-ec2	notp
1263	pprintpp	notp
1264	python-jenkins	
1265	azure-appconfiguration	notp
1266	constantly	tp
1267	pytest-repeat	tp
1268	apache-airflow-providers-ftp	notp
1269	nodejs-wheel-binaries	tp
1270	aniso8601	
1271	jsonconversion	notp
1272	roman-numerals	tp
1273	pytest-benchmark	notp
1274	backports-zoneinfo	notp
1275	peft	notp
1276	pandera	tp
1277	prison	
1278	dbt-snowflake	tp
1279	bottleneck	notp
1280	aiocache	notp
1281	django-redis	notp
1282	azure-monitor-query	notp
1283	apache-airflow-providers-slack	notp
1284	opentelemetry-instrumentation-grpc	notp
1285	pymsteams	
1286	pdm	tp
1287	pycrypto	
1288	cmdstanpy	tp
1289	schedule	notp
1290	google-cloud-storage-control	tp
1291	whitenoise	tp
1292	dask-expr	notp
1293	instructor	notp
1294	skops	tp
1295	swifter	
1296	workos	
1297	django-storages	notp
1298	pyhive	notp
1299	bashlex	notp
1300	clickclick	
1301	pure-sasl	notp
1302	tinyhtml5	
1303	kaitaistruct	tp
1304	toposort	
1305	chevron	notp
1306	types-psutil	notp
1307	fs	notp
1308	azure-mgmt-monitor	notp
1309	sqlfluff	notp
1310	namex	
1311	google-re2	tp
1312	types-jsonschema	notp
1313	vcrpy	notp
1314	prophet	tp
1315	enum34	
1316	openxlab	
1317	motor	tp
1318	drf-spectacular	notp
1319	certbot-dns-cloudflare	notp
1320	backports-datetime-fromisoformat	tp
1321	codeowners	notp
1322	dep-logic	
1323	slackclient	tp
1324	yapf	notp
1325	acme	notp
1326	apache-airflow-providers-common-io	notp
1327	elasticsearch-dsl	notp
1328	mypy-boto3-cloudformation	notp
1329	alibabacloud-tea-openapi	notp
1330	langchain-aws	tp
1331	flask-caching	notp
1332	pydantic-evals	tp
1333	opencv-contrib-python	notp
1334	minio	notp
1335	clickhouse-driver	notp
1336	dotenv	notp
1337	pipx	tp
1338	python-snappy	notp
1339	pytest-socket	notp
1340	bazel-runfiles	
1341	expiringdict	
1342	langgraph-api	
1343	pytest-json-report	notp
1344	ollama	tp
1345	neo4j	notp
1346	autopep8	notp
1347	mypy-protobuf	notp
1348	biopython	notp
1349	ipython-genutils	
1350	requests-cache	tp
1351	icalendar	notp
1352	openlineage-integration-common	notp
1353	azure-mgmt-web	notp
1354	cookiecutter	tp
1355	pytest-forked	notp
1356	azure-kusto-ingest	tp
1357	dictdiffer	notp
1358	socksio	notp
1359	avro-python3	
1360	cloud-sql-python-connector	tp
1361	librosa	tp
1362	click-default-group	tp
1363	setuptools-rust	tp
1364	teradatasql	
1365	apache-airflow-microsoft-fabric-plugin	notp
1366	altgraph	
1367	dbt-databricks	notp
1368	imageio-ffmpeg	notp
1369	openlineage-sql	
1370	hatch-fancy-pypi-readme	tp
1371	pipdeptree	tp
1372	mypy-boto3-secretsmanager	notp
1373	types-pymysql	notp
1374	curlify	notp
1375	arro3-core	tp
1376	knack	notp
1377	crcmod	
1378	azure-mgmt-sql	notp
1379	orbax-checkpoint	notp
1380	azure-mgmt-rdbms	notp
1381	sqlalchemy-jsonfield	tp
1382	logfire-api	
1383	gradio-client	tp
1384	types-mock	notp
1385	opsgenie-sdk	notp
1386	dash	notp
1387	protobuf3-to-dict	notp
1388	python-decouple	notp
1389	launchdarkly-server-sdk	notp
1390	azure-mgmt-cognitiveservices	notp
1391	aiokafka	tp
1392	boto	notp
1393	python-ulid	notp
1394	azure-mgmt-loganalytics	notp
1395	waitress	notp
1396	a2wsgi	notp
1397	dash-pydantic-form	notp
1398	azure-mgmt-servicebus	notp
1399	dpath	notp
1400	azure-mgmt-eventhub	notp
1401	cytoolz	tp
1402	respx	
1403	pytest-unordered	notp
1404	pillow-avif-plugin	notp
1405	thriftpy2	notp
1406	stanio	notp
1407	azure-mgmt-managementgroups	notp
1408	vastdb	notp
1409	xyzservices	notp
1410	eth-abi	notp
1411	apprise	notp
1412	configobj	notp
1413	azure-mgmt-recoveryservices	notp
1414	azure-mgmt-cdn	notp
1415	azure-mgmt-recoveryservicesbackup	notp
1416	ghapi	notp
1417	python3-saml	notp
1418	azure-mgmt-eventgrid	notp
1419	eth-account	notp
1420	azure-mgmt-applicationinsights	notp
1421	azure-mgmt-search	notp
1422	azure-mgmt-batch	notp
1423	pypandoc-binary	tp
1424	statsig	notp
1425	google-cloud-alloydb	tp
1426	mixpanel	notp
1427	marshmallow-enum	
1428	azure-mgmt-iothub	notp
1429	fireworks-ai	tp
1430	uritools	notp
1431	azure-mgmt-trafficmanager	notp
1432	cligj	notp
1433	parse-type	tp
1434	azure-mgmt-marketplaceordering	notp
1435	slowapi	notp
1436	uvicorn-worker	tp
1437	azure-ai-projects	
1438	opentelemetry-semantic-conventions-ai	
1439	ultralytics	tp
1440	checkdigit	notp
1441	llama-index-indices-managed-llama-cloud	
1442	icdiff	tp
1443	constructs	tp
1444	azure-mgmt-advisor	notp
1445	elementpath	notp
1446	pip-api	tp
1447	pyreadline3	
1448	syrupy	notp
1449	python-box	notp
1450	thefuzz	notp
1451	cairosvg	notp
1452	deepmerge	notp
1453	mkdocstrings	notp
1454	statsig-python-core	notp
1455	pip-audit	tp
1456	audioread	tp
1457	azure-mgmt-policyinsights	notp
1458	fake-useragent	notp
1459	python-crontab	
1460	sphinx-design	notp
1461	azure-mgmt-servicefabric	notp
1462	wikipedia-api	tp
1463	types-html5lib	notp
1464	azure-mgmt-billing	notp
1465	pathlib	
1466	azure-mgmt-signalr	notp
1467	pyaml	notp
1468	azure-mgmt-media	notp
1469	flake8-bugbear	notp
1470	azure-mgmt-datamigration	notp
1471	azure-mgmt-iothubprovisioningservices	notp
1472	azure-mgmt-maps	notp
1473	azure-mgmt-batchai	notp
1474	azure-mgmt-iotcentral	notp
1475	mkdocs-autorefs	notp
1476	apache-airflow-providers-microsoft-fabric	notp
1477	diffusers	notp
1478	asana	tp
1479	azure-cli-core	notp
1480	ansible-lint	tp
1481	django-debug-toolbar	tp
1482	hexbytes	notp
1483	backports-strenum	tp
1484	editorconfig	notp
1485	google-cloud-managedkafka	tp
1486	oci	
1487	opentelemetry-instrumentation-botocore	notp
1488	unicodecsv	notp
1489	pyxlsb	notp
1490	slack-bolt	tp
1491	ip3country	notp
1492	alibabacloud-adb20211201	notp
1493	parsimonious	notp
1494	kaleido	tp
1495	influxdb-client	notp
1496	azure-mgmt-nspkg	notp
1497	publicsuffix2	notp
1498	pyhcl	tp
1499	functions-framework	notp
1500	types-boto3	notp
1501	docx2txt	notp
1502	jsii	notp
1503	azure-mgmt-network	notp
1504	xmlschema	notp
1505	ndg-httpsclient	notp
1506	htmldate	notp
1507	types-python-slugify	notp
1508	asgi-lifespan	notp
1509	azure-ai-agents	notp
1510	genai-prices	tp
1511	cairocffi	
1512	rq	notp
1513	pgpy	notp
1514	pyinstaller	notp
1515	pytest-custom-exit-code	notp
1516	langchain-google-community	tp
1517	jsbeautifier	
1518	sseclient-py	
1519	facebook-business	notp
1520	sgmllib3k	
1521	geomet	notp
1522	pyinstaller-hooks-contrib	notp
1523	tensorflow-io-gcs-filesystem	notp
1524	urwid	tp
1525	bokeh	notp
1526	cssutils	
1527	opentelemetry-propagator-aws-xray	notp
1528	speechrecognition	notp
1529	scikit-build-core	
1530	pinecone-plugin-interface	
1531	azure-mgmt-datalake-nspkg	notp
1532	python3-openid	notp
1533	allure-python-commons	notp
1534	supervisor	notp
1535	django-stubs-ext	tp
1536	dlt	
1537	python-keycloak	notp
1538	azure-cli	notp
1539	logfire	tp
1540	pytest-icdiff	tp
1541	sphinx-autodoc-typehints	tp
1542	eth-rlp	notp
1543	types-aiobotocore	notp
1544	polyfactory	tp
1545	starkbank-ecdsa	notp
1546	google-cloud-iam	tp
1547	pympler	notp
1548	w3lib	tp
1549	dependency-injector	tp
1550	circuitbreaker	notp
1551	logbook	tp
1552	pytest-instafail	notp
1553	launchdarkly-eventsource	notp
1554	eventlet	tp
1555	griffelib	
1556	mitmproxy	notp
1557	ipaddress	notp
1558	sphinx-copybutton	notp
1559	multipart	notp
1560	javaproperties	
1561	microsoft-kiota-serialization-multipart	notp
1562	eth-utils	notp
1563	aws-cdk-integ-tests-alpha	notp
1564	publication	notp
1565	dependency-groups	tp
1566	microsoft-kiota-serialization-form	notp
1567	google-cloud-pubsublite	tp
1568	eth-hash	notp
1569	azure-mgmt-appcontainers	notp
1570	xlwt	
1571	cassandra-driver	notp
1572	eth-typing	notp
1573	pikepdf	tp
1574	aliyun-python-sdk-kms	
1575	pycomposefile	notp
1576	jsonpath-python	tp
1577	mypy-boto3-glue	notp
1578	tensorflow-serving-api	
1579	tokenize-rt	notp
1580	snowflake-core	
1581	num2words	notp
1582	pytest-base-url	notp
1583	unittest-xml-reporting	notp
1584	types-tqdm	notp
1585	django-timezone-field	notp
1586	magicattr	notp
1587	hdfs	
1588	tree-sitter-yaml	notp
1589	addict	notp
1590	azure-mgmt-apimanagement	notp
1591	llama-index-llms-openai	
1592	sounddevice	tp
1593	marisa-trie	notp
1594	scapy	notp
1595	myst-parser	notp
1596	types-six	notp
1597	python-bidi	notp
1598	recordlinkage	notp
1599	pdm-backend	notp
1600	django-stubs	tp
1601	url-normalize	notp
1602	djangorestframework-simplejwt	notp
1603	azure-search-documents	notp
1604	apache-airflow-providers-docker	notp
1605	pyhumps	notp
1606	diagrams	notp
1607	azure-mgmt-privatedns	notp
1608	asyncer	tp
1609	airbyte-api	notp
1610	giturlparse	notp
1611	azure-mgmt-hdinsight	notp
1612	eth-keys	notp
1613	mypy-boto3-appflow	notp
1614	fiona	
1615	ibm-cloud-sdk-core	notp
1616	typing	notp
1617	sql-metadata	tp
1618	gymnasium	notp
1619	zstd	notp
1620	reactivex	notp
1621	mypy-boto3-redshift-data	notp
1622	sqlparams	notp
1623	azure-mgmt-security	notp
1624	rlp	notp
1625	eth-keyfile	notp
1626	singer-python	
1627	microsoft-security-utilities-secret-masker	
1628	enum-compat	notp
1629	types-aiobotocore-s3	notp
1630	sphinx-autobuild	notp
1631	azure-cli-telemetry	notp
1632	tld	notp
1633	ansicolors	notp
1634	win32-setctime	tp
1635	papermill	notp
1636	poetry-dynamic-versioning	notp
1637	ckzg	notp
1638	fpdf2	tp
1639	timezonefinder	notp
1640	types-psycopg2	notp
1641	multitasking	notp
1642	autoflake	
1643	kgb	notp
1644	blake3	tp
1645	cerberus	tp
1646	azure-mgmt-postgresqlflexibleservers	notp
1647	marshmallow-oneofschema	tp
1648	allure-pytest	notp
1649	google-cloud-trace	tp
1650	objsize	notp
1651	lightning	notp
1652	azure-mgmt-synapse	notp
1653	openlineage-airflow	notp
1654	azure-mgmt-appconfiguration	notp
1655	commonmark	notp
1656	types-openpyxl	notp
1657	aws-cdk-asset-awscli-v1	tp
1658	pyzstd	tp
1659	pkgconfig	notp
1660	llama-index-core	notp
1661	types-retry	notp
1662	azure-keyvault-administration	notp
1663	hjson	notp
1664	voluptuous	notp
1665	markdown2	notp
1666	drissionpage	
1667	azure-mgmt-netapp	notp
1668	azure-mgmt-redhatopenshift	notp
1669	azure-synapse-accesscontrol	notp
1670	numcodecs	notp
1671	azure-mgmt-sqlvirtualmachine	notp
1672	datarecorder	
1673	downloadkit	
1674	pyzipper	notp
1675	web3	notp
1676	google-cloud-discoveryengine	tp
1677	pytest-playwright	notp
1678	azure-mgmt-botservice	notp
1679	azure-mgmt-imagebuilder	notp
1680	azure-mgmt-servicefabricmanagedclusters	notp
1681	pyhocon	notp
1682	azure-synapse-managedprivateendpoints	notp
1683	azure-mgmt-servicelinker	notp
1684	pyfakefs	tp
1685	azure-mgmt-extendedlocation	notp
1686	sphinx-autoapi	tp
1687	azure-mgmt-mysqlflexibleservers	notp
1688	strands-agents	tp
1689	datasketch	tp
1690	pytest-sugar	notp
1691	multi-key-dict	notp
1692	pyclipper	tp
1693	greenback	notp
1694	farama-notifications	notp
1695	boostedblob	
1696	sqlglotrs	
1697	py-deviceid	notp
1698	pytest-httpx	notp
1699	tree-sitter-c-sharp	
1700	opentelemetry-instrumentation-system-metrics	notp
1701	iso3166	notp
1702	line-bot-sdk	tp
1703	python-backoff	tp
1704	pillow-heif	notp
1705	pytest-ordering	notp
1706	django-environ	notp
1707	querystring-parser	notp
1708	tensorflow-text	notp
1709	marshmallow-dataclass	notp
1710	seledroid	notp
1711	opentelemetry-exporter-gcp-trace	notp
1712	prefect-aws	tp
1713	django-celery-beat	tp
1714	tree-sitter-python	notp
1715	openapi-core	tp
1716	pypyp	notp
1717	pycurl	
1718	griffecli	
1719	tree-sitter-language-pack	tp
1720	dbt-postgres	tp
1721	webob	
1722	dockerfile-parse	notp
1723	autograd	tp
1724	msgraph-sdk	notp
1725	atpublic	
1726	azure-devops	notp
1727	cx-oracle	notp
1728	tree-sitter-embedded-template	notp
1729	tree-sitter-javascript	notp
1730	google-apitools	notp
1731	rtree	tp
1732	vulture	tp
1733	azure-keyvault-securitydomain	notp
1734	crewai	notp
1735	google-cloud-bigquery-biglake	tp
1736	elevenlabs	notp
1737	bitsandbytes	tp
1738	moviepy	
1739	sentinels	tp
1740	catboost	tp
1741	azure-ai-documentintelligence	notp
1742	pytest-randomly	tp
1743	pyahocorasick	tp
1744	pathlib2	notp
1745	mongomock	notp
1746	pdbr	notp
1747	pyppmd	tp
1748	azure-mgmt-resource-deploymentstacks	notp
1749	anytree	tp
1750	json-merge-patch	tp
1751	o365	
1752	port-for	notp
1753	redis-py-cluster	notp
1754	nox	tp
1755	dj-database-url	notp
1756	azure-mgmt-resource-deployments	notp
1757	ffmpy	
1758	google	
1759	azure-mgmt-resource-templatespecs	notp
1760	azure-mgmt-resource-deploymentscripts	notp
1761	dbt-spark	tp
1762	strawberry-graphql	notp
1763	zarr	tp
1764	pulumi	notp
1765	keras-applications	notp
1766	python-arango	notp
1767	apache-airflow-core	notp
1768	py7zr	tp
1769	types-beautifulsoup4	notp
1770	svcs	tp
1771	albumentations	
1772	rustworkx	tp
1773	safety	tp
1774	azure-eventgrid	notp
1775	pip-system-certs	
1776	dynaconf	notp
1777	language-data	tp
1778	vertexai	notp
1779	mypy-boto3-ssm	notp
1780	korean-lunar-calendar	notp
1781	jq	notp
1782	prance	notp
1783	dspy	tp
1784	evaluate	notp
1785	pyhanko	tp
1786	bitstring	notp
1787	uamqp	notp
1788	aws-cdk-lib	notp
1789	claude-agent-sdk	notp
1790	paho-mqtt	
1791	gensim	notp
1792	nanobind	notp
1793	atomicwrites	notp
1794	crewai-tools	notp
1795	dagster-postgres	
1796	azure-functions	
1797	environs	tp
1798	deptry	tp
1799	pybcj	tp
1800	mistral-common	
1801	funcy	notp
1802	dagster	notp
1803	memory-profiler	notp
1804	google-analytics-data	tp
1805	tox-uv	tp
1806	pyunormalize	notp
1807	etils	notp
1808	ag-ui-protocol	
1809	pynndescent	notp
1810	pyhamcrest	tp
1811	python-rapidjson	notp
1812	multivolumefile	notp
1813	openai-harmony	
1814	gguf	notp
1815	inflate64	tp
1816	pyshp	notp
1817	jaxtyping	notp
1818	databricks-agents	
1819	msoffcrypto-tool	notp
1820	gprof2dot	notp
1821	google-cloud-recommendations-ai	tp
1822	selectolax	tp
1823	flax	tp
1824	behave	tp
1825	mypy-boto3-ecr	notp
1826	dagster-pipes	notp
1827	polib	notp
1828	umap-learn	notp
1829	google-cloud	notp
1830	tensorboardx	notp
1831	flask-migrate	notp
1832	xgrammar	tp
1833	fpdf	
1834	azure-graphrbac	notp
1835	primp	
1836	pydocstyle	notp
1837	arpeggio	notp
1838	vllm	notp
1839	partial-json-parser	tp
1840	compressed-tensors	notp
1841	imagehash	notp
1842	unstructured	tp
1843	convertdate	notp
1844	minimal-snowplow-tracker	
1845	hishel	tp
1846	snowflake	
1847	pywinrm	
1848	robotframework	notp
1849	orderedmultidict	notp
1850	opentelemetry-instrumentation-celery	notp
1851	kfp-pipeline-spec	
1852	configupdater	notp
1853	yaspin	tp
1854	biotite	tp
1855	vertica-python	notp
1856	geojson	notp
1857	pastel	notp
1858	proglog	tp
1859	dirtyjson	notp
1860	furl	notp
1861	dagster-webserver	notp
1862	ultralytics-thop	tp
1863	pynamodb	tp
1864	magika	tp
1865	rdkit	notp
1866	pefile	notp
1867	cupy-cuda12x	tp
1868	codespell	notp
1869	construct	notp
1870	sqlalchemy-redshift	notp
1871	pypng	
1872	pdpyras	
1873	dataclass-wizard	notp
1874	inquirer	notp
1875	databricks-labs-lsql	tp
1876	parsel	tp
1877	docling	tp
1878	python-crfsuite	notp
1879	base58	notp
1880	flatten-dict	notp
1881	premailer	notp
1882	async-property	notp
1883	llguidance	tp
1884	luqum	notp
1885	django-model-utils	notp
1886	tf-keras	
1887	pypandoc	tp
1888	intervaltree	notp
1889	anyascii	notp
1890	types-simplejson	notp
1891	impyla	notp
1892	chroma-hnswlib	notp
1893	intelhex	notp
1894	requests-kerberos	notp
1895	uuid7	notp
1896	acryl-datahub	notp
1897	lxml-stubs	notp
1898	pytest-order	tp
1899	fixedint	notp
1900	xmod	notp
1901	editor	notp
1902	runs	
1903	dparse	
1904	dagster-graphql	
1905	ctranslate2	notp
1906	regress	tp
1907	pytest-postgresql	notp
1908	llama-index-workflows	
1909	influxdb	notp
1910	interegular	notp
1911	hypercorn	
1912	python-iso639	notp
1913	pyyaml-ft	tp
1914	python-ldap	notp
1915	pex	tp
1916	terminaltables	tp
1917	ifaddr	notp
1918	inquirerpy	notp
1919	gdown	notp
1920	snowflake-legacy	
1921	channels	notp
1922	pint	tp
1923	bedrock-agentcore	tp
1924	priority	notp
1925	aws-cdk-asset-node-proxy-agent-v6	
1926	s3path	
1927	types-pygments	notp
1928	k8	
1929	a2a-sdk	tp
1930	gssapi	tp
1931	github3-py	tp
1932	mbstrdecoder	tp
1933	pybuildkite	notp
1934	apache-airflow-providers-sftp	notp
1935	langchain-mcp-adapters	
1936	trimesh	tp
1937	django-celery-results	notp
1938	pagerduty	
1939	tensorstore	notp
1940	flaky	notp
1941	legacy-cgi	tp
1942	parver	tp
1943	pygit2	notp
1944	shellcheck-py	notp
1945	swagger-ui-bundle	tp
1946	pfzy	notp
1947	autobahn	notp
1948	pyenchant	tp
1949	lancedb	notp
1950	typepy	tp
1951	outlines-core	notp
1952	dbt-bigquery	tp
1953	sphinx-argparse	notp
1954	safehttpx	notp
1955	pyrate-limiter	tp
1956	snakeviz	notp
1957	ibmcloudant	notp
1958	nanoid	notp
1959	pystache	notp
1960	tablib	notp
1961	openinference-semantic-conventions	notp
1962	bc-detect-secrets	tp
1963	llama-cloud	notp
1964	xformers	
1965	fasttext-wheel	notp
1966	pathy	notp
1967	aiomultiprocess	notp
1968	mypy-boto3-athena	notp
1969	pytest-subtests	tp
1970	audioop-lts	tp
1971	txaio	tp
1972	social-auth-core	tp
1973	pytest-dotenv	notp
1974	presidio-analyzer	tp
1975	coolname	notp
1976	pmdarima	notp
1977	pamqp	notp
1978	svglib	tp
1979	aws-cdk-cloud-assembly-schema	tp
1980	courlan	
1981	grimp	notp
1982	prometheus-flask-exporter	notp
1983	check-jsonschema	tp
1984	teradatasqlalchemy	
1985	trafilatura	
1986	gepa	tp
1987	protego	tp
1988	cssbeautifier	
1989	cobble	notp
1990	python-whois	notp
1991	wadler-lindig	notp
1992	auth0-python	tp
1993	appium-python-client	tp
1994	zenpy	notp
1995	openinference-instrumentation	notp
1996	mammoth	notp
1997	dm-tree	notp
1998	basedpyright	tp
1999	django-phonenumber-field	tp
2000	freetype-py	tp
2001	typed-ast	notp
2002	opentelemetry-instrumentation-boto3sqs	notp
2003	h5netcdf	notp
2004	formulaic	notp
2005	python-socks	notp
2006	subprocess-tee	
2007	asteval	notp
2008	aiormq	tp
2009	swebench	notp
2010	krb5	tp
2011	groovy	notp
2012	lm-format-enforcer	notp
2013	plumbum	tp
2014	mitmproxy-wireguard	notp
2015	accessible-pygments	
2016	whenever	notp
2017	dagster-shared	
2018	presto-python-client	notp
2019	pylance	
2020	ansible-compat	tp
2021	cfn-flip	notp
2022	amplitude-analytics	notp
2023	betterproto	notp
2024	opentelemetry-instrumentation-openai	tp
2025	djlint	tp
2026	munch	notp
2027	apache-airflow-providers-microsoft-mssql	notp
2028	rank-bm25	notp
2029	funcsigs	
2030	pymsgbox	notp
2031	yq	tp
2032	flask-restful	
2033	probableparsing	notp
2034	databricks-labs-dqx	tp
2035	pywinpty	notp
2036	aio-pika	tp
2037	pynvml	notp
2038	pycairo	notp
2039	opentelemetry-instrumentation-vertexai	tp
2040	flexparser	
2041	flexcache	notp
2042	tensorflowjs	
2043	python-frontmatter	notp
2044	pytz-deprecation-shim	notp
2045	interface-meta	
2046	mangum	tp
2047	pycocotools	tp
2048	pubchempy	tp
2049	social-auth-app-django	tp
2050	usaddress	tp
2051	pyhanko-certvalidator	tp
2052	yamale	notp
2053	salesforce-bulk	notp
2054	googletrans	notp
2055	striprtf	notp
2056	onnxruntime-gpu	
2057	ortools	
2058	astropy	tp
2059	jsonargparse	tp
2060	cuda-python	tp
2061	tavily-python	notp
2062	safety-schemas	
2063	donfig	
2064	puremagic	notp
